pair_name,pair_a,pair_b,Layer,NoiseStd,Percent,NumSeeds,n_valid,mean_conjunction,std_conjunction,score_value,tfce_value
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.3,40,40,0.004746835443037976,0.022284805540567974,0.21299815411191092,0.33135876181105145
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.4,40,40,0.00189873417721519,0.008258375943004471,0.22988833421771782,0.37648430240002395
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.5,40,40,0.015348101265822783,0.04461308788035476,0.3440191651341845,0.8761715876412033
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.6,40,40,0.019620253164556962,0.049458964597780944,0.3966895917559399,1.2393628263382475
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.7,40,40,0.01787974683544304,0.04133880390984264,0.4325068129117572,1.5406756307676819
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.8,40,40,0.020094936708860762,0.04415022997763533,0.4551387745944969,1.6108886393329525
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,0.9,40,40,0.005854430379746836,0.013244109309994537,0.4420069508470709,1.6071425695064496
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.3,1.0,40,30,0.00949367088607595,0.01957831933380093,0.48488258065674766,1.625614315643309
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.1,40,40,0.00015822784810126583,0.0010007207785342972,0.15795604073700303,0.22594803569122746
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.2,40,40,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.3,40,40,0.012816455696202534,0.0473733225944607,0.270535914696142,0.5132258792911573
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.4,40,40,0.004588607594936708,0.02603600533576092,0.17623407668294383,0.25432749913630376
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.5,40,40,0.01661392405063291,0.044562408842819715,0.37281537660712033,1.0635593112144324
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.6,40,40,0.016139240506329117,0.04318735174384359,0.3736942915083517,1.0696810405360666
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.7,40,40,0.013924050632911389,0.03735291039139988,0.37276018727391846,1.063174926476162
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.8,40,40,0.019462025316455696,0.041795934630092,0.4656328385968255,1.6131188039715292
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,0.9,40,40,0.006645569620253165,0.025796726515107102,0.2576029176974774,0.46512629298074293
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.4,1.0,40,29,0.006547359231776516,0.012370458457248715,0.5292309919967659,1.6370516564028572
